mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
4.5,Kuril Islands,1651163635724,1651183597040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h5ne,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h5ne&format=geojson,,,,,reviewed,0,312,us,7000h5ne,",us7000h5ne,",",us,",",origin,phase-data,",,6.992,0.71,134.0,mb,earthquake,M 4.5 - Kuril Islands
0.37,"9km S of Idyllwild, CA",1651163633720,1651168965047,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40247784,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40247784&format=geojson,,,,,reviewed,0,2,ci,40247784,",ci40247784,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.03712,0.08,92.0,ml,earthquake,"M 0.4 - 9km S of Idyllwild, CA"
1.56,"27 km SE of Kelly, Wyoming",1651163403490,1651242595140,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80544354,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80544354&format=geojson,,,,,reviewed,0,37,mb,80544354,",mb80544354,",",mb,",",origin,phase-data,",13.0,0.226,0.18,126.0,ml,earthquake,"M 1.6 - 27 km SE of Kelly, Wyoming"
2.44,"7km N of Petrolia, CA",1651162735880,1651213810318,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73725741,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73725741&format=geojson,,,,,reviewed,0,92,nc,73725741,",nc73725741,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.06647,0.1,122.0,md,earthquake,"M 2.4 - 7km N of Petrolia, CA"
4.2,"106 km SW of Uyuni, Bolivia",1651162724140,1651165808040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h5n6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h5n6&format=geojson,,,,,reviewed,0,271,us,7000h5n6,",us7000h5n6,",",us,",",origin,phase-data,",,1.776,1.07,94.0,mb,earthquake,"M 4.2 - 106 km SW of Uyuni, Bolivia"
0.87,"3km ENE of The Geysers, CA",1651162718660,1651163835203,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73725736,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73725736&format=geojson,,,,,automatic,0,12,nc,73725736,",nc73725736,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01118,0.01,93.0,md,earthquake,"M 0.9 - 3km ENE of The Geysers, CA"
1.33,"22km N of Searles Valley, CA",1651162619680,1651168609644,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40247776,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40247776&format=geojson,,,,,reviewed,0,27,ci,40247776,",ci40247776,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.09882,0.12,53.0,ml,earthquake,"M 1.3 - 22km N of Searles Valley, CA"
0.15,"3km W of Cobb, CA",1651162177340,1651187178734,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73725731,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73725731&format=geojson,,,,,reviewed,0,0,nc,73725731,",nc73725731,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.008111,0.02,170.0,md,earthquake,"M 0.2 - 3km W of Cobb, CA"
0.9,"59 km N of Karluk, Alaska",1651161920477,1651162026569,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225fez03z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225fez03z&format=geojson,,,,,automatic,0,12,ak,0225fez03z,",ak0225fez03z,",",ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 0.9 - 59 km N of Karluk, Alaska"
3.1,"271 km SE of Chiniak, Alaska",1651161866352,1651173298040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h5n1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h5n1&format=geojson,,,,,reviewed,0,148,us,7000h5n1,",us7000h5n1,",",us,",",origin,phase-data,",,2.674,0.46,173.0,ml,earthquake,"M 3.1 - 271 km SE of Chiniak, Alaska"
1.12,"5km ENE of Moreno Valley, CA",1651161826070,1651170519010,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40247768,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40247768&format=geojson,1.0,0.0,,,reviewed,0,19,ci,40247768,",ci40247768,",",ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",26.0,0.006951,0.16,81.0,ml,earthquake,"M 1.1 - 5km ENE of Moreno Valley, CA"
1.5,"32 km SE of Mina, Nevada",1651161638404,1651164427875,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838011,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838011&format=geojson,,,,,reviewed,0,35,nn,00838011,",nn00838011,",",nn,",",origin,phase-data,",16.0,0.076,0.1463,111.56,ml,earthquake,"M 1.5 - 32 km SE of Mina, Nevada"
0.77,"12km E of Coso Junction, CA",1651161447980,1651169989893,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40247760,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40247760&format=geojson,,,,,reviewed,0,9,ci,40247760,",ci40247760,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.04014,0.05,60.0,ml,earthquake,"M 0.8 - 12km E of Coso Junction, CA"
1.0,"24 km WSW of Tyonek, Alaska",1651160985289,1651161736008,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225fen1xr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225fen1xr&format=geojson,,,,,automatic,0,15,ak,0225fen1xr,",ak0225fen1xr,",",ak,",",origin,phase-data,",,,0.62,,ml,earthquake,"M 1.0 - 24 km WSW of Tyonek, Alaska"
0.62,"2km NNW of The Geysers, CA",1651160807680,1651161794996,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73725726,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73725726&format=geojson,,,,,automatic,0,6,nc,73725726,",nc73725726,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.007107,0.03,101.0,md,earthquake,"M 0.6 - 2km NNW of The Geysers, CA"
1.1,"23 km NE of Hawthorne, Nevada",1651160652791,1651163498203,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838009,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838009&format=geojson,,,,,reviewed,0,19,nn,00838009,",nn00838009,",",nn,",",origin,phase-data,",14.0,0.282,0.1035,96.48,ml,earthquake,"M 1.1 - 23 km NE of Hawthorne, Nevada"
1.8,"5 km SW of Fuig, Puerto Rico",1651160603020,1651162952770,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71346618,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71346618&format=geojson,,,,,reviewed,0,50,pr,71346618,",pr71346618,",",pr,",",origin,phase-data,",3.0,,0.13,199.0,md,earthquake,"M 1.8 - 5 km SW of Fuig, Puerto Rico"
1.0,"23 km NE of Hawthorne, Nevada",1651159977502,1651183885721,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838029,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838029&format=geojson,,,,,reviewed,0,15,nn,00838029,",nn00838029,",",nn,",",origin,phase-data,",10.0,0.285,0.097,112.67,ml,earthquake,"M 1.0 - 23 km NE of Hawthorne, Nevada"
0.8200000000000001,"9 km SW of Nile, Washington",1651159582230,1651202675790,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61834886,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61834886&format=geojson,,,,,reviewed,0,10,uw,61834886,",uw61834886,",",uw,",",origin,phase-data,",11.0,0.1476,0.16,145.0,ml,earthquake,"M 0.8 - 9 km SW of Nile, Washington"
0.5,"63 km NNW of Karluk, Alaska",1651159458052,1651194024420,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225fehmx9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225fehmx9&format=geojson,,,,,automatic,0,4,ak,0225fehmx9,",av91547541,ak0225fehmx9,",",av,ak,",",origin,phase-data,",,,0.77,,ml,earthquake,"M 0.5 - 63 km NNW of Karluk, Alaska"
3.3,"23 km NNE of Hawthorne, Nevada",1651158001517,1651172667040,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838002,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838002&format=geojson,2.0,2.0,,,reviewed,0,168,nn,00838002,",nn00838002,us7000h5mw,",",nn,us,",",dyfi,origin,phase-data,",29.0,0.287,0.1329,52.68,ml,earthquake,"M 3.3 - 23 km NNE of Hawthorne, Nevada"
1.55,"22km ESE of Bodfish, CA",1651157665080,1651168917520,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40247712,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40247712&format=geojson,,,,,reviewed,0,37,ci,40247712,",ci40247712,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.204,0.14,77.0,ml,earthquake,"M 1.6 - 22km ESE of Bodfish, CA"
2.4,"5 km S of P?hala, Hawaii",1651157577660,1651163462040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72997672,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72997672&format=geojson,,,,,automatic,0,89,hv,72997672,",us7000h5mu,hv72997672,",",us,hv,",",origin,phase-data,",48.0,,0.140000001,141.0,ml,earthquake,"M 2.4 - 5 km S of P?hala, Hawaii"
2.4,"118 km WNW of Yakutat, Alaska",1651157548998,1651157701008,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225fe287a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225fe287a&format=geojson,,,,,automatic,0,89,ak,0225fe287a,",ak0225fe287a,",",ak,",",origin,phase-data,",,,0.86,,ml,earthquake,"M 2.4 - 118 km WNW of Yakutat, Alaska"
1.2,"7 km SSW of Markleeville, California",1651157373340,1651162009299,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838001&format=geojson,,,,,reviewed,0,22,nn,00838001,",nn00838001,",",nn,",",origin,phase-data,",19.0,0.051,0.1076,120.39,ml,earthquake,"M 1.2 - 7 km SSW of Markleeville, California"
1.4,"33 km NE of Susitna North, Alaska",1651155914143,1651156140612,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225fdweqd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225fdweqd&format=geojson,,,,,automatic,0,30,ak,0225fdweqd,",ak0225fdweqd,",",ak,",",origin,phase-data,",,,0.76,,ml,earthquake,"M 1.4 - 33 km NE of Susitna North, Alaska"
1.3,"15 km NNW of Nikiski, Alaska",1651155685700,1651155831025,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225fdvkre,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225fdvkre&format=geojson,,,,,automatic,0,26,ak,0225fdvkre,",ak0225fdvkre,",",ak,",",origin,phase-data,",,,0.51,,ml,earthquake,"M 1.3 - 15 km NNW of Nikiski, Alaska"
1.3,"17 km E of Livengood, Alaska",1651155302402,1651155405110,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225fdu8o0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225fdu8o0&format=geojson,,,,,automatic,0,26,ak,0225fdu8o0,",ak0225fdu8o0,",",ak,",",origin,phase-data,",,,0.69,,ml,earthquake,"M 1.3 - 17 km E of Livengood, Alaska"
2.00999999,"8 km ENE of P?hala, Hawaii",1651154083180,1651154281380,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72997607,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72997607&format=geojson,,,,,automatic,0,62,hv,72997607,",hv72997607,",",hv,",",origin,phase-data,",37.0,,0.140000001,141.0,md,earthquake,"M 2.0 - 8 km ENE of P?hala, Hawaii"
1.15,"12km E of Coso Junction, CA",1651153858440,1651168645499,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40247696,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40247696&format=geojson,,,,,reviewed,0,20,ci,40247696,",ci40247696,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.03991,0.08,64.0,ml,earthquake,"M 1.2 - 12km E of Coso Junction, CA"
0.68,"12km E of Coso Junction, CA",1651153756200,1651172121832,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37414204,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37414204&format=geojson,,,,,reviewed,0,7,ci,37414204,",ci37414204,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.04103,0.07,90.0,ml,earthquake,"M 0.7 - 12km E of Coso Junction, CA"
0.81,"12km E of Coso Junction, CA",1651153744030,1651171575300,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40247704,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40247704&format=geojson,,,,,reviewed,0,10,ci,40247704,",ci40247704,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.03788,0.08,88.0,ml,earthquake,"M 0.8 - 12km E of Coso Junction, CA"
1.4,"73 km E of Denali Park, Alaska",1651153583570,1651153752553,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225fdfhvz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225fdfhvz&format=geojson,,,,,automatic,0,30,ak,0225fdfhvz,",ak0225fdfhvz,",",ak,",",origin,phase-data,",,,0.7,,ml,earthquake,"M 1.4 - 73 km E of Denali Park, Alaska"
1.76,"12km E of Coso Junction, CA",1651153494900,1651168323464,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40247688,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40247688&format=geojson,,,,,reviewed,0,48,ci,40247688,",ci40247688,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.04004,0.15,65.0,ml,earthquake,"M 1.8 - 12km E of Coso Junction, CA"
2.2,"12km E of Coso Junction, CA",1651153336960,1651168062730,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40247664,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40247664&format=geojson,,,,,reviewed,0,74,ci,40247664,",ci40247664,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",35.0,0.04001,0.12,56.0,ml,earthquake,"M 2.2 - 12km E of Coso Junction, CA"
0.36,"8km NW of The Geysers, CA",1651152914880,1651154294180,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73725686,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73725686&format=geojson,,,,,automatic,0,2,nc,73725686,",nc73725686,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.007118,0.02,84.0,md,earthquake,"M 0.4 - 8km NW of The Geysers, CA"
0.38,"5km NW of The Geysers, CA",1651152656160,1651153641113,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73725681,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73725681&format=geojson,,,,,automatic,0,2,nc,73725681,",nc73725681,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.005731,0.02,112.0,md,earthquake,"M 0.4 - 5km NW of The Geysers, CA"
0.73,"12km E of Coso Junction, CA",1651152484370,1651172359545,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37414212,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37414212&format=geojson,,,,,reviewed,0,8,ci,37414212,",ci37414212,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.03939,0.08,76.0,ml,earthquake,"M 0.7 - 12km E of Coso Junction, CA"
0.94,"12km E of Coso Junction, CA",1651152461320,1651170971730,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40247656,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40247656&format=geojson,,,,,reviewed,0,14,ci,40247656,",ci40247656,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.03862,0.09,62.0,ml,earthquake,"M 0.9 - 12km E of Coso Junction, CA"
1.2,"30 km NNW of Susitna, Alaska",1651152325831,1651152528058,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225fdb012,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225fdb012&format=geojson,,,,,automatic,0,22,ak,0225fdb012,",ak0225fdb012,",",ak,",",origin,phase-data,",,,0.49,,ml,earthquake,"M 1.2 - 30 km NNW of Susitna, Alaska"
1.82,"8km WSW of Grapevine, CA",1651152193960,1651167446090,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40247640,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40247640&format=geojson,,,,,reviewed,0,51,ci,40247640,",ci40247640,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",41.0,0.05806,0.18,64.0,ml,earthquake,"M 1.8 - 8km WSW of Grapevine, CA"
6.0,"175 km NNE of Madang, Papua New Guinea",1651152073325,1651251308040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h5mc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h5mc&format=geojson,,,3.95,green,reviewed,0,554,us,7000h5mc,",us7000h5mc,usauto7000h5mc,pt22118000,at00rb1x3j,",",us,usauto,pt,at,",",ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,1.973,1.16,29.0,mww,earthquake,"M 6.0 - 175 km NNE of Madang, Papua New Guinea"
1.1,"27 km SSE of Chickaloon, Alaska",1651151870531,1651152161790,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225fd9c6e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225fd9c6e&format=geojson,,,,,automatic,0,19,ak,0225fd9c6e,",ak0225fd9c6e,",",ak,",",origin,phase-data,",,,0.78,,ml,earthquake,"M 1.1 - 27 km SSE of Chickaloon, Alaska"
1.04,"29 km SSE of Mossyrock, Washington",1651151313360,1651173502430,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61834861,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61834861&format=geojson,,,,,reviewed,0,17,uw,61834861,",uw61834861,",",uw,",",origin,phase-data,",25.0,0.01273,0.16,117.0,ml,earthquake,"M 1.0 - 29 km SSE of Mossyrock, Washington"
1.1,"50 km E of Cordova, Alaska",1651150958183,1651151050662,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225fd63ii,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225fd63ii&format=geojson,,,,,automatic,0,19,ak,0225fd63ii,",ak0225fd63ii,",",ak,",",origin,phase-data,",,,0.62,,ml,earthquake,"M 1.1 - 50 km E of Cordova, Alaska"
0.63,"9km NNE of Banning, CA",1651150952660,1651166683142,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40247624,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40247624&format=geojson,,,,,reviewed,0,6,ci,40247624,",ci40247624,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.08696,0.13,102.0,ml,earthquake,"M 0.6 - 9km NNE of Banning, CA"
0.5,"7km NW of The Geysers, CA",1651150844850,1651152734018,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73725666,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73725666&format=geojson,,,,,automatic,0,4,nc,73725666,",nc73725666,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.003,0.02,40.0,md,earthquake,"M 0.5 - 7km NW of The Geysers, CA"
4.9,"159 km NE of Madang, Papua New Guinea",1651150468540,1651152511040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h5m3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h5m3&format=geojson,,,,,reviewed,0,369,us,7000h5m3,",us7000h5m3,",",us,",",origin,phase-data,",,5.497,0.97,68.0,mb,earthquake,"M 4.9 - 159 km NE of Madang, Papua New Guinea"
1.69,"7km NW of The Geysers, CA",1651150419830,1651165519359,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73725661,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73725661&format=geojson,1.0,0.0,,,automatic,0,44,nc,73725661,",nc73725661,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",18.0,0.004235,0.02,59.0,md,earthquake,"M 1.7 - 7km NW of The Geysers, CA"
1.62,"7km NW of The Geysers, CA",1651150409250,1651163836203,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73725656,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73725656&format=geojson,,,,,automatic,0,40,nc,73725656,",nc73725656,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",28.0,0.003743,0.04,36.0,md,earthquake,"M 1.6 - 7km NW of The Geysers, CA"
0.44,"16km SW of La Quinta, CA",1651149388680,1651168236959,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40247592,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40247592&format=geojson,,,,,reviewed,0,3,ci,40247592,",ci40247592,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.02833,0.11,103.0,ml,earthquake,"M 0.4 - 16km SW of La Quinta, CA"
1.4,"4 km NNE of Anchor Point, Alaska",1651149358485,1651149491698,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225fcrs3s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225fcrs3s&format=geojson,,,,,automatic,0,30,ak,0225fcrs3s,",ak0225fcrs3s,",",ak,",",origin,phase-data,",,,0.58,,ml,earthquake,"M 1.4 - 4 km NNE of Anchor Point, Alaska"
2.0,"56 km ENE of Pedro Bay, Alaska",1651149127304,1651149782870,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225fcr10u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225fcr10u&format=geojson,,,,,automatic,0,62,ak,0225fcr10u,",ak0225fcr10u,",",ak,",",origin,phase-data,",,,0.48,,ml,earthquake,"M 2.0 - 56 km ENE of Pedro Bay, Alaska"
1.5,"21 km E of Skwentna, Alaska",1651149052073,1651149238086,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225fcqp15,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225fcqp15&format=geojson,,,,,automatic,0,35,ak,0225fcqp15,",ak0225fcqp15,",",ak,",",origin,phase-data,",,,0.61,,ml,earthquake,"M 1.5 - 21 km E of Skwentna, Alaska"
1.13,"21km E of Little Lake, CA",1651148973680,1651167881945,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40247576,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40247576&format=geojson,,,,,reviewed,0,20,ci,40247576,",ci40247576,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.01895,0.11,64.0,ml,earthquake,"M 1.1 - 21km E of Little Lake, CA"
